file,country,genus,species,fullName,fullName2,fullName3,accesionNumber,view,project
NZAC04231982_Austrotephritis_marginata_wing_dorsal_right.jpg,New Zealand,Austrotephritis,marginata,Austrotephritis_marginata,Austrotephritis,Austrotephritis,NZAC04231982,wing,B3
NZAC04231983_Austrotephritis_marginata_wing_dorsal_left.jpg,New Zealand,Austrotephritis,marginata,Austrotephritis_marginata,Austrotephritis,Austrotephritis,NZAC04231983,wing,B3
NZAC04231988_Austrotephritis_marginata_wing_dorsal_left.jpg,New Zealand,Austrotephritis,marginata,Austrotephritis_marginata,Austrotephritis,Austrotephritis,NZAC04231988,wing,B3
NZAC04231991_Austrotephritis_marginata_wing_dorsal_right.jpg,New Zealand,Austrotephritis,marginata,Austrotephritis_marginata,Austrotephritis,Austrotephritis,NZAC04231991,wing,B3
NZAC04232270_Austrotephritis_plebeia_wing_dorsal_left.jpg,New Zealand,Austrotephritis,plebeia,Austrotephritis_plebeia,Austrotephritis,Austrotephritis,NZAC04232270,wing,B3
NZAC04232280_Austrotephritis_plebeia_wing_dorsal_right.jpg,New Zealand,Austrotephritis,plebeia,Austrotephritis_plebeia,Austrotephritis,Austrotephritis,NZAC04232280,wing,B3
NZAC04232282_Austrotephritis_plebeia_wing_dorsal_left.jpg,New Zealand,Austrotephritis,plebeia,Austrotephritis_plebeia,Austrotephritis,Austrotephritis,NZAC04232282,wing,B3
NZAC04232284_Austrotephritis_plebeia_wing_dorsal_left.jpg,New Zealand,Austrotephritis,plebeia,Austrotephritis_plebeia,Austrotephritis,Austrotephritis,NZAC04232284,wing,B3
NZAC04232285_Austrotephritis_plebeia_wing_dorsal_left.jpg,New Zealand,Austrotephritis,plebeia,Austrotephritis_plebeia,Austrotephritis,Austrotephritis,NZAC04232285,wing,B3
NZAC04232286_Austrotephritis_plebeia_wing_dorsal_left.jpg,New Zealand,Austrotephritis,plebeia,Austrotephritis_plebeia,Austrotephritis,Austrotephritis,NZAC04232286,wing,B3
NZAC04232287_Austrotephritis_plebeia_wing_ventral_right.jpg,New Zealand,Austrotephritis,plebeia,Austrotephritis_plebeia,Austrotephritis,Austrotephritis,NZAC04232287,wing,B3
NZAC04232288_Austrotephritis_plebeia_wing_dorsal_left.jpg,New Zealand,Austrotephritis,plebeia,Austrotephritis_plebeia,Austrotephritis,Austrotephritis,NZAC04232288,wing,B3
NZAC04232292_Austrotephritis_plebeia_wing_dorsal_left.jpg,New Zealand,Austrotephritis,plebeia,Austrotephritis_plebeia,Austrotephritis,Austrotephritis,NZAC04232292,wing,B3
NZAC04232295_Austrotephritis_plebeia_wing_dorsal_left.jpg,New Zealand,Austrotephritis,plebeia,Austrotephritis_plebeia,Austrotephritis,Austrotephritis,NZAC04232295,wing,B3
NZAC04231971_Austrotephritis_thoracica_wing_dorsal_right.jpg,New Zealand,Austrotephritis,thoracica,Austrotephritis_thoracica,Austrotephritis,Austrotephritis,NZAC04231971,wing,B3
NZAC04231973_Austrotephritis_thoracica_wing_dorsal_left.jpg,New Zealand,Austrotephritis,thoracica,Austrotephritis_thoracica,Austrotephritis,Austrotephritis,NZAC04231973,wing,B3
NZAC04231974_Austrotephritis_thoracica_wing_dorsal_left.jpg,New Zealand,Austrotephritis,thoracica,Austrotephritis_thoracica,Austrotephritis,Austrotephritis,NZAC04231974,wing,B3
NZAC04231976_Austrotephritis_thoracica_wing_dorsal_left.jpg,New Zealand,Austrotephritis,thoracica,Austrotephritis_thoracica,Austrotephritis,Austrotephritis,NZAC04231976,wing,B3
NZAC04231986_Austrotephritis_thoracica_wing_dorsal_right.jpg,New Zealand,Austrotephritis,thoracica,Austrotephritis_thoracica,Austrotephritis,Austrotephritis,NZAC04231986,wing,B3
NZAC04231990_Austrotephritis_thoracica_wing_dorsal_left.jpg,New Zealand,Austrotephritis,thoracica,Austrotephritis_thoracica,Austrotephritis,Austrotephritis,NZAC04231990,wing,B3
NZAC04231996_Austrotephritis_thoracica_wing_dorsal_left.jpg,New Zealand,Austrotephritis,thoracica,Austrotephritis_thoracica,Austrotephritis,Austrotephritis,NZAC04231996,wing,B3
NZAC04231997_Austrotephritis_thoracica_wing_dorsal_left.jpg,New Zealand,Austrotephritis,thoracica,Austrotephritis_thoracica,Austrotephritis,Austrotephritis,NZAC04231997,wing,B3
NZAC04254419_Bactrocera curcubitae_wing.jpg,Overseas,Bactrocera,curcubitae,Bactrocera_curcubitae,Bactrocera_curcubitae,Bactrocera,NZAC04254419,wing,B3
NZAC04254420_Bactrocera curcubitae_wing.jpg,Overseas,Bactrocera,curcubitae,Bactrocera_curcubitae,Bactrocera_curcubitae,Bactrocera,NZAC04254420,wing,B3
NZAC04254421_Bactrocera curcubitae_wing.jpg,Overseas,Bactrocera,curcubitae,Bactrocera_curcubitae,Bactrocera_curcubitae,Bactrocera,NZAC04254421,wing,B3
NZAC04254422_Bactrocera curcubitae_wing.jpg,Overseas,Bactrocera,curcubitae,Bactrocera_curcubitae,Bactrocera_curcubitae,Bactrocera,NZAC04254422,wing,B3
NZAC04254423_Bactrocera curcubitae_wing.jpg,Overseas,Bactrocera,curcubitae,Bactrocera_curcubitae,Bactrocera_curcubitae,Bactrocera,NZAC04254423,wing,B3
NZAC04254424_Bactrocera curcubitae_wing.jpg,Overseas,Bactrocera,curcubitae,Bactrocera_curcubitae,Bactrocera_curcubitae,Bactrocera,NZAC04254424,wing,B3
NZAC04254425_Bactrocera curcubitae_wing.jpg,Overseas,Bactrocera,curcubitae,Bactrocera_curcubitae,Bactrocera_curcubitae,Bactrocera,NZAC04254425,wing,B3
NZAC04254426_Bactrocera curcubitae_wing.jpg,Overseas,Bactrocera,curcubitae,Bactrocera_curcubitae,Bactrocera_curcubitae,Bactrocera,NZAC04254426,wing,B3
NZAC04254427_Bactrocera curcubitae_wing.jpg,Overseas,Bactrocera,curcubitae,Bactrocera_curcubitae,Bactrocera_curcubitae,Bactrocera,NZAC04254427,wing,B3
NZAC04254428_Bactrocera curcubitae_wing.jpg,Overseas,Bactrocera,curcubitae,Bactrocera_curcubitae,Bactrocera_curcubitae,Bactrocera,NZAC04254428,wing,B3
NZAC04254429_Bactrocera curcubitae_wing.jpg,Overseas,Bactrocera,curcubitae,Bactrocera_curcubitae,Bactrocera_curcubitae,Bactrocera,NZAC04254429,wing,B3
NZAC04254491_Bactrocera facialis_wing.jpg,Overseas,Bactrocera,facialis,Bactrocera_facialis,Bactrocera_facialis,Bactrocera,NZAC04254491,wing,B3
NZAC04254492_Bactrocera facialis_wing.jpg,Overseas,Bactrocera,facialis,Bactrocera_facialis,Bactrocera_facialis,Bactrocera,NZAC04254492,wing,B3
NZAC04254493_Bactrocera facialis_wing.jpg,Overseas,Bactrocera,facialis,Bactrocera_facialis,Bactrocera_facialis,Bactrocera,NZAC04254493,wing,B3
NZAC04254494_Bactrocera facialis_wing.jpg,Overseas,Bactrocera,facialis,Bactrocera_facialis,Bactrocera_facialis,Bactrocera,NZAC04254494,wing,B3
NZAC04254495_Bactrocera facialis_wing.jpg,Overseas,Bactrocera,facialis,Bactrocera_facialis,Bactrocera_facialis,Bactrocera,NZAC04254495,wing,B3
NZAC04254496_Bactrocera facialis_wing.jpg,Overseas,Bactrocera,facialis,Bactrocera_facialis,Bactrocera_facialis,Bactrocera,NZAC04254496,wing,B3
NZAC04254497_Bactrocera facialis_wing.jpg,Overseas,Bactrocera,facialis,Bactrocera_facialis,Bactrocera_facialis,Bactrocera,NZAC04254497,wing,B3
NZAC04254498_Bactrocera facialis_wing.jpg,Overseas,Bactrocera,facialis,Bactrocera_facialis,Bactrocera_facialis,Bactrocera,NZAC04254498,wing,B3
NZAC04254499_Bactrocera facialis_wing.jpg,Overseas,Bactrocera,facialis,Bactrocera_facialis,Bactrocera_facialis,Bactrocera,NZAC04254499,wing,B3
NZAC04254501_Bactrocera frauenfeldi_wing.jpg,Overseas,Bactrocera,frauenfeldi,Bactrocera_frauenfeldi,Bactrocera_frauenfeldi,Bactrocera,NZAC04254501,wing,B3
NZAC04254502_Bactrocera frauenfeldi_wing.jpg,Overseas,Bactrocera,frauenfeldi,Bactrocera_frauenfeldi,Bactrocera_frauenfeldi,Bactrocera,NZAC04254502,wing,B3
NZAC04254503_Bactrocera frauenfeldi_wing.jpg,Overseas,Bactrocera,frauenfeldi,Bactrocera_frauenfeldi,Bactrocera_frauenfeldi,Bactrocera,NZAC04254503,wing,B3
NZAC04254504_Bactrocera frauenfeldi_wing.jpg,Overseas,Bactrocera,frauenfeldi,Bactrocera_frauenfeldi,Bactrocera_frauenfeldi,Bactrocera,NZAC04254504,wing,B3
NZAC04254505_Bactrocera frauenfeldi_wing.jpg,Overseas,Bactrocera,frauenfeldi,Bactrocera_frauenfeldi,Bactrocera_frauenfeldi,Bactrocera,NZAC04254505,wing,B3
NZAC04254471_Bactrocera kirki_wing.jpg,Overseas,Bactrocera,kirki,Bactrocera_kirki,Bactrocera_kirki,Bactrocera,NZAC04254471,wing,B3
NZAC04254472_Bactrocera kirki_wing.jpg,Overseas,Bactrocera,kirki,Bactrocera_kirki,Bactrocera_kirki,Bactrocera,NZAC04254472,wing,B3
NZAC04254473_Bactrocera kirki_wing.jpg,Overseas,Bactrocera,kirki,Bactrocera_kirki,Bactrocera_kirki,Bactrocera,NZAC04254473,wing,B3
NZAC04254474_Bactrocera kirki_wing.jpg,Overseas,Bactrocera,kirki,Bactrocera_kirki,Bactrocera_kirki,Bactrocera,NZAC04254474,wing,B3
NZAC04254450_Bactrocera passiflorae_wing.jpg,Overseas,Bactrocera,passiflorae,Bactrocera_passiflorae,Bactrocera_passiflorae,Bactrocera,NZAC04254450,wing,B3
NZAC04254451_Bactrocera passiflorae_wing.jpg,Overseas,Bactrocera,passiflorae,Bactrocera_passiflorae,Bactrocera_passiflorae,Bactrocera,NZAC04254451,wing,B3
NZAC04254452_Bactrocera passiflorae_wing.jpg,Overseas,Bactrocera,passiflorae,Bactrocera_passiflorae,Bactrocera_passiflorae,Bactrocera,NZAC04254452,wing,B3
NZAC04254453_Bactrocera passiflorae_wing.jpg,Overseas,Bactrocera,passiflorae,Bactrocera_passiflorae,Bactrocera_passiflorae,Bactrocera,NZAC04254453,wing,B3
NZAC04254454_Bactrocera passiflorae_wing.jpg,Overseas,Bactrocera,passiflorae,Bactrocera_passiflorae,Bactrocera_passiflorae,Bactrocera,NZAC04254454,wing,B3
NZAC04254455_Bactrocera passiflorae_wing.jpg,Overseas,Bactrocera,passiflorae,Bactrocera_passiflorae,Bactrocera_passiflorae,Bactrocera,NZAC04254455,wing,B3
NZAC04254456_Bactrocera passiflorae_wing.jpg,Overseas,Bactrocera,passiflorae,Bactrocera_passiflorae,Bactrocera_passiflorae,Bactrocera,NZAC04254456,wing,B3
NZAC04254457_Bactrocera passiflorae_wing.jpg,Overseas,Bactrocera,passiflorae,Bactrocera_passiflorae,Bactrocera_passiflorae,Bactrocera,NZAC04254457,wing,B3
NZAC04254458_Bactrocera passiflorae_wing.jpg,Overseas,Bactrocera,passiflorae,Bactrocera_passiflorae,Bactrocera_passiflorae,Bactrocera,NZAC04254458,wing,B3
NZAC04254459_Bactrocera passiflorae_wing.jpg,Overseas,Bactrocera,passiflorae,Bactrocera_passiflorae,Bactrocera_passiflorae,Bactrocera,NZAC04254459,wing,B3
NZAC04254506_Bactrocera psidii_wing.jpg,Overseas,Bactrocera,psidii,Bactrocera_psidii,Bactrocera_psidii,Bactrocera,NZAC04254506,wing,B3
NZAC04254507_Bactrocera psidii_wing.jpg,Overseas,Bactrocera,psidii,Bactrocera_psidii,Bactrocera_psidii,Bactrocera,NZAC04254507,wing,B3
NZAC04254508_Bactrocera psidii_wing.jpg,Overseas,Bactrocera,psidii,Bactrocera_psidii,Bactrocera_psidii,Bactrocera,NZAC04254508,wing,B3
NZAC04254509_Bactrocera psidii_wing.jpg,Overseas,Bactrocera,psidii,Bactrocera_psidii,Bactrocera_psidii,Bactrocera,NZAC04254509,wing,B3
NZAC04253899_Bactrocera tryoni_wing.jpg,Overseas,Bactrocera,tryoni,Bactrocera_tryoni,Bactrocera_tryoni,Bactrocera,NZAC04253899,wing,B3
NZAC04254522_Bactrocera tryoni_wing.jpg,Overseas,Bactrocera,tryoni,Bactrocera_tryoni,Bactrocera_tryoni,Bactrocera,NZAC04254522,wing,B3
NZAC04254523_Bactrocera tryoni_wing.jpg,Overseas,Bactrocera,tryoni,Bactrocera_tryoni,Bactrocera_tryoni,Bactrocera,NZAC04254523,wing,B3
NZAC04254524_Bactrocera tryoni_wing.jpg,Overseas,Bactrocera,tryoni,Bactrocera_tryoni,Bactrocera_tryoni,Bactrocera,NZAC04254524,wing,B3
NZAC04254525_Bactrocera tryoni_wing.jpg,Overseas,Bactrocera,tryoni,Bactrocera_tryoni,Bactrocera_tryoni,Bactrocera,NZAC04254525,wing,B3
NZAC04254526_Bactrocera tryoni_wing.jpg,Overseas,Bactrocera,tryoni,Bactrocera_tryoni,Bactrocera_tryoni,Bactrocera,NZAC04254526,wing,B3
NZAC04253901_Bactrocera umbrosus_wing.jpg,Overseas,Bactrocera,umbrosus,Bactrocera_umbrosus,Bactrocera_umbrosus,Bactrocera,NZAC04253901,wing,B3
NZAC04253902_Bactrocera umbrosus_wing.jpg,Overseas,Bactrocera,umbrosus,Bactrocera_umbrosus,Bactrocera_umbrosus,Bactrocera,NZAC04253902,wing,B3
NZAC04253903_Bactrocera umbrosus_wing.jpg,Overseas,Bactrocera,umbrosus,Bactrocera_umbrosus,Bactrocera_umbrosus,Bactrocera,NZAC04253903,wing,B3
NZAC04253904_Bactrocera umbrosus_wing.jpg,Overseas,Bactrocera,umbrosus,Bactrocera_umbrosus,Bactrocera_umbrosus,Bactrocera,NZAC04253904,wing,B3
NZAC04253905_Bactrocera umbrosus_wing.jpg,Overseas,Bactrocera,umbrosus,Bactrocera_umbrosus,Bactrocera_umbrosus,Bactrocera,NZAC04253905,wing,B3
NZAC04254461_Bactrocera xanthodes_wing.jpg,Overseas,Bactrocera,xanthodes,Bactrocera_xanthodes,Bactrocera_xanthodes,Bactrocera,NZAC04254461,wing,B3
NZAC04254462_Bactrocera xanthodes_wing.jpg,Overseas,Bactrocera,xanthodes,Bactrocera_xanthodes,Bactrocera_xanthodes,Bactrocera,NZAC04254462,wing,B3
NZAC04254463_Bactrocera xanthodes_wing.jpg,Overseas,Bactrocera,xanthodes,Bactrocera_xanthodes,Bactrocera_xanthodes,Bactrocera,NZAC04254463,wing,B3
NZAC04254464_Bactrocera xanthodes_wing.jpg,Overseas,Bactrocera,xanthodes,Bactrocera_xanthodes,Bactrocera_xanthodes,Bactrocera,NZAC04254464,wing,B3
NZAC04254465_Bactrocera xanthodes_wing.jpg,Overseas,Bactrocera,xanthodes,Bactrocera_xanthodes,Bactrocera_xanthodes,Bactrocera,NZAC04254465,wing,B3
NZAC04254466_Bactrocera xanthodes_wing.jpg,Overseas,Bactrocera,xanthodes,Bactrocera_xanthodes,Bactrocera_xanthodes,Bactrocera,NZAC04254466,wing,B3
NZAC04254467_Bactrocera xanthodes_wing.jpg,Overseas,Bactrocera,xanthodes,Bactrocera_xanthodes,Bactrocera_xanthodes,Bactrocera,NZAC04254467,wing,B3
NZAC04254468_Bactrocera xanthodes_wing.jpg,Overseas,Bactrocera,xanthodes,Bactrocera_xanthodes,Bactrocera_xanthodes,Bactrocera,NZAC04254468,wing,B3
NZAC04254469_Bactrocera xanthodes_wing.jpg,Overseas,Bactrocera,xanthodes,Bactrocera_xanthodes,Bactrocera_xanthodes,Bactrocera,NZAC04254469,wing,B3
NZAC04254470_Bactrocera xanthodes_wing.jpg,Overseas,Bactrocera,xanthodes,Bactrocera_xanthodes,Bactrocera_xanthodes,Bactrocera,NZAC04254470,wing,B3
NZAC04254512_Ceratitis capitata_wing.jpg,Overseas,Ceratitis,capitata,Ceratitis_capitata,Ceratitis,Ceratitis,NZAC04254512,wing,B3
NZAC04254513_Ceratitis capitata_wing.jpg,Overseas,Ceratitis,capitata,Ceratitis_capitata,Ceratitis,Ceratitis,NZAC04254513,wing,B3
NZAC04254514_Ceratitis capitata_wing.jpg,Overseas,Ceratitis,capitata,Ceratitis_capitata,Ceratitis,Ceratitis,NZAC04254514,wing,B3
NZAC04254515_Ceratitis capitata_wing.jpg,Overseas,Ceratitis,capitata,Ceratitis_capitata,Ceratitis,Ceratitis,NZAC04254515,wing,B3
NZAC04254516_Ceratitis capitata_wing.jpg,Overseas,Ceratitis,capitata,Ceratitis_capitata,Ceratitis,Ceratitis,NZAC04254516,wing,B3
NZAC04254517_Ceratitis capitata_wing.jpg,Overseas,Ceratitis,capitata,Ceratitis_capitata,Ceratitis,Ceratitis,NZAC04254517,wing,B3
NZAC04254518_Ceratitis capitata_wing.jpg,Overseas,Ceratitis,capitata,Ceratitis_capitata,Ceratitis,Ceratitis,NZAC04254518,wing,B3
NZAC04254519_Ceratitis capitata_wing.jpg,Overseas,Ceratitis,capitata,Ceratitis_capitata,Ceratitis,Ceratitis,NZAC04254519,wing,B3
NZAC04254520_Ceratitis capitata_wing.jpg,Overseas,Ceratitis,capitata,Ceratitis_capitata,Ceratitis,Ceratitis,NZAC04254520,wing,B3
NZAC04254521_Ceratitis capitata_wing.jpg,Overseas,Ceratitis,capitata,Ceratitis_capitata,Ceratitis,Ceratitis,NZAC04254521,wing,B3
NZAC04253906_Ceratitis rosa _wing.jpg,Overseas,Ceratitis,rosa,Ceratitis_rosa,Ceratitis,Ceratitis,NZAC04253906,wing,B3
NZAC04253907_Ceratitis rosa _wing.jpg,Overseas,Ceratitis,rosa,Ceratitis_rosa,Ceratitis,Ceratitis,NZAC04253907,wing,B3
NZAC04253908_Ceratitis rosa _wing.jpg,Overseas,Ceratitis,rosa,Ceratitis_rosa,Ceratitis,Ceratitis,NZAC04253908,wing,B3
NZAC04254440_Dacus distinctus_wing.jpg,Overseas,Bactrocera,distincta,Bactrocera_distincta,Bactrocera_distincta,Bactrocera,NZAC04254440,wing,B3
NZAC04254441_Dacus distinctus_wing.jpg,Overseas,Bactrocera,distincta,Bactrocera_distincta,Bactrocera_distincta,Bactrocera,NZAC04254441,wing,B3
NZAC04254442_Dacus distinctus_wing.jpg,Overseas,Bactrocera,distincta,Bactrocera_distincta,Bactrocera_distincta,Bactrocera,NZAC04254442,wing,B3
NZAC04254443_Dacus distinctus_wing.jpg,Overseas,Bactrocera,distincta,Bactrocera_distincta,Bactrocera_distincta,Bactrocera,NZAC04254443,wing,B3
NZAC04254444_Dacus distinctus_wing.jpg,Overseas,Bactrocera,distincta,Bactrocera_distincta,Bactrocera_distincta,Bactrocera,NZAC04254444,wing,B3
NZAC04254445_Dacus distinctus_wing.jpg,Overseas,Bactrocera,distincta,Bactrocera_distincta,Bactrocera_distincta,Bactrocera,NZAC04254445,wing,B3
NZAC04254446_Dacus distinctus_wing.jpg,Overseas,Bactrocera,distincta,Bactrocera_distincta,Bactrocera_distincta,Bactrocera,NZAC04254446,wing,B3
NZAC04254447_Dacus distinctus_wing.jpg,Overseas,Bactrocera,distincta,Bactrocera_distincta,Bactrocera_distincta,Bactrocera,NZAC04254447,wing,B3
NZAC04254448_Dacus distinctus_wing.jpg,Overseas,Bactrocera,distincta,Bactrocera_distincta,Bactrocera_distincta,Bactrocera,NZAC04254448,wing,B3
NZAC04254449_Dacus distinctus_wing.jpg,Overseas,Bactrocera,distincta,Bactrocera_distincta,Bactrocera_distincta,Bactrocera,NZAC04254449,wing,B3
NZAC04254430_Dacus dorsalis_wing.jpg,Overseas,Bactrocera,dorsalis,Bactrocera_dorsalis,Bactrocera_dorsalis,Bactrocera,NZAC04254430,wing,B3
NZAC04254431_Dacus dorsalis_wing.jpg,Overseas,Bactrocera,dorsalis,Bactrocera_dorsalis,Bactrocera_dorsalis,Bactrocera,NZAC04254431,wing,B3
NZAC04254432_Dacus dorsalis_wing.jpg,Overseas,Bactrocera,dorsalis,Bactrocera_dorsalis,Bactrocera_dorsalis,Bactrocera,NZAC04254432,wing,B3
NZAC04254433_Dacus dorsalis_wing.jpg,Overseas,Bactrocera,dorsalis,Bactrocera_dorsalis,Bactrocera_dorsalis,Bactrocera,NZAC04254433,wing,B3
NZAC04254434_Dacus dorsalis_wing.jpg,Overseas,Bactrocera,dorsalis,Bactrocera_dorsalis,Bactrocera_dorsalis,Bactrocera,NZAC04254434,wing,B3
NZAC04254435_Dacus dorsalis_wing.jpg,Overseas,Bactrocera,dorsalis,Bactrocera_dorsalis,Bactrocera_dorsalis,Bactrocera,NZAC04254435,wing,B3
NZAC04254436_Dacus dorsalis_wing.jpg,Overseas,Bactrocera,dorsalis,Bactrocera_dorsalis,Bactrocera_dorsalis,Bactrocera,NZAC04254436,wing,B3
NZAC04254438_Dacus dorsalis_wing.jpg,Overseas,Bactrocera,dorsalis,Bactrocera_dorsalis,Bactrocera_dorsalis,Bactrocera,NZAC04254438,wing,B3
NZAC04254439_Dacus dorsalis_wing.jpg,Overseas,Bactrocera,dorsalis,Bactrocera_dorsalis,Bactrocera_dorsalis,Bactrocera,NZAC04254439,wing,B3
NZAC04254482_Dacus melanotus_wing.jpg,Overseas,Bactrocera,melanotus,Bactrocera_melanotus,Bactrocera_melanotus,Bactrocera,NZAC04254482,wing,B3
NZAC04254483_Dacus melanotus_wing.jpg,Overseas,Bactrocera,melanotus,Bactrocera_melanotus,Bactrocera_melanotus,Bactrocera,NZAC04254483,wing,B3
NZAC04254484_Dacus melanotus_wing.jpg,Overseas,Bactrocera,melanotus,Bactrocera_melanotus,Bactrocera_melanotus,Bactrocera,NZAC04254484,wing,B3
NZAC04254485_Dacus melanotus_wing.jpg,Overseas,Bactrocera,melanotus,Bactrocera_melanotus,Bactrocera_melanotus,Bactrocera,NZAC04254485,wing,B3
NZAC04254486_Dacus melanotus_wing.jpg,Overseas,Bactrocera,melanotus,Bactrocera_melanotus,Bactrocera_melanotus,Bactrocera,NZAC04254486,wing,B3
NZAC04254487_Dacus melanotus_wing.jpg,Overseas,Bactrocera,melanotus,Bactrocera_melanotus,Bactrocera_melanotus,Bactrocera,NZAC04254487,wing,B3
NZAC04254488_Dacus melanotus_wing.jpg,Overseas,Bactrocera,melanotus,Bactrocera_melanotus,Bactrocera_melanotus,Bactrocera,NZAC04254488,wing,B3
NZAC04254489_Dacus melanotus_wing.jpg,Overseas,Bactrocera,melanotus,Bactrocera_melanotus,Bactrocera_melanotus,Bactrocera,NZAC04254489,wing,B3
NZAC04254490_Dacus melanotus_wing.jpg,Overseas,Bactrocera,melanotus,Bactrocera_melanotus,Bactrocera_melanotus,Bactrocera,NZAC04254490,wing,B3
NZAC04200253_Procecidochares_alani_wing.jpg,New Zealand,Procecidochares,alani,Procecidochares_alani,Procecidochares,Procecidochares,NZAC04200253,wing,B3
NZAC04200383_Procecidochares_alani_wing.jpg,New Zealand,Procecidochares,alani,Procecidochares_alani,Procecidochares,Procecidochares,NZAC04200383,wing,B3
NZAC04200394_Procecidochares_alani_wing.jpg,New Zealand,Procecidochares,alani,Procecidochares_alani,Procecidochares,Procecidochares,NZAC04200394,wing,B3
NZAC04200459_Procecidochares_alani_wing.jpg,New Zealand,Procecidochares,alani,Procecidochares_alani,Procecidochares,Procecidochares,NZAC04200459,wing,B3
NZAC04200469_Procecidochares_alani_wing.jpg,New Zealand,Procecidochares,alani,Procecidochares_alani,Procecidochares,Procecidochares,NZAC04200469,wing,B3
NZAC04200903_Procecidochares_alani_wing.jpg,New Zealand,Procecidochares,alani,Procecidochares_alani,Procecidochares,Procecidochares,NZAC04200903,wing,B3
NZAC04200942_Procecidochares_alani_wing.jpg,New Zealand,Procecidochares,alani,Procecidochares_alani,Procecidochares,Procecidochares,NZAC04200942,wing,B3
NZAC04200963_Procecidochares_alani_wing.jpg,New Zealand,Procecidochares,alani,Procecidochares_alani,Procecidochares,Procecidochares,NZAC04200963,wing,B3
NZAC04201029_Procecidochares_alani_wing.jpg,New Zealand,Procecidochares,alani,Procecidochares_alani,Procecidochares,Procecidochares,NZAC04201029,wing,B3
NZAC04201088_Procecidochares_alani_wing.jpg,New Zealand,Procecidochares,alani,Procecidochares_alani,Procecidochares,Procecidochares,NZAC04201088,wing,B3
NZAC04232269_Procecidochares_utilis_wing_dorsal_left.jpg,New Zealand,Procecidochares,utilis,Procecidochares_utilis,Procecidochares,Procecidochares,NZAC04232269,wing,B3
NZAC04232271_Procecidochares_utilis_wing_dorsal_right.jpg,New Zealand,Procecidochares,utilis,Procecidochares_utilis,Procecidochares,Procecidochares,NZAC04232271,wing,B3
NZAC04232273_Procecidochares_utilis_wing_dorsal_left.jpg,New Zealand,Procecidochares,utilis,Procecidochares_utilis,Procecidochares,Procecidochares,NZAC04232273,wing,B3
NZAC04232274_Procecidochares_utilis_wing_dorsal_right.jpg,New Zealand,Procecidochares,utilis,Procecidochares_utilis,Procecidochares,Procecidochares,NZAC04232274,wing,B3
