file,country,genus,species,fullName,accesionNumber,view,project
NZAC04253982.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253982,wing,unsortedNZAC
NZAC04253983.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253983,wing,unsortedNZAC
NZAC04253984.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253984,wing,unsortedNZAC
NZAC04253985.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253985,wing,unsortedNZAC
NZAC04253986.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253986,wing,unsortedNZAC
NZAC04253987.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253987,wing,unsortedNZAC
NZAC04253988.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253988,wing,unsortedNZAC
NZAC04253989.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253989,wing,unsortedNZAC
NZAC04253990.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253990,wing,unsortedNZAC
NZAC04253991.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253991,wing,unsortedNZAC
NZAC04253992.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253992,wing,unsortedNZAC
NZAC04253993.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253993,wing,unsortedNZAC
NZAC04253994.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253994,wing,unsortedNZAC
NZAC04253995.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253995,wing,unsortedNZAC
NZAC04253996.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253996,wing,unsortedNZAC
NZAC04253997.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253997,wing,unsortedNZAC
NZAC04253998.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253998,wing,unsortedNZAC
NZAC04253999.jpg,New Zealand,Trupanea,,Trupanea,NZAC04253999,wing,unsortedNZAC
NZAC04254000.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254000,wing,unsortedNZAC
NZAC04254001.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254001,wing,unsortedNZAC
NZAC04254002.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254002,wing,unsortedNZAC
NZAC04254005.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254005,wing,unsortedNZAC
NZAC04254006.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254006,wing,unsortedNZAC
NZAC04254007.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254007,wing,unsortedNZAC
NZAC04254008.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254008,wing,unsortedNZAC
NZAC04254009.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254009,wing,unsortedNZAC
NZAC04254011.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254011,wing,unsortedNZAC
NZAC04254012.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254012,wing,unsortedNZAC
NZAC04254013.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254013,wing,unsortedNZAC
NZAC04254014.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254014,wing,unsortedNZAC
NZAC04254015.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254015,wing,unsortedNZAC
NZAC04254016.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254016,wing,unsortedNZAC
NZAC04254017.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254017,wing,unsortedNZAC
NZAC04254018.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254018,wing,unsortedNZAC
NZAC04254019.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254019,wing,unsortedNZAC
NZAC04254020.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254020,wing,unsortedNZAC
NZAC04254021.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254021,wing,unsortedNZAC
NZAC04254022.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254022,wing,unsortedNZAC
NZAC04254023.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254023,wing,unsortedNZAC
NZAC04254024.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254024,wing,unsortedNZAC
NZAC04254025.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254025,wing,unsortedNZAC
NZAC04254026.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254026,wing,unsortedNZAC
NZAC04254027.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254027,wing,unsortedNZAC
NZAC04254028.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254028,wing,unsortedNZAC
NZAC04254029.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254029,wing,unsortedNZAC
NZAC04254030.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254030,wing,unsortedNZAC
NZAC04254031.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254031,wing,unsortedNZAC
NZAC04254032.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254032,wing,unsortedNZAC
NZAC04254033.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254033,wing,unsortedNZAC
NZAC04254034.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254034,wing,unsortedNZAC
NZAC04254035.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254035,wing,unsortedNZAC
NZAC04254036.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254036,wing,unsortedNZAC
NZAC04254037.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254037,wing,unsortedNZAC
NZAC04254038.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254038,wing,unsortedNZAC
NZAC04254039.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254039,wing,unsortedNZAC
NZAC04254040.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254040,wing,unsortedNZAC
NZAC04254041.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254041,wing,unsortedNZAC
NZAC04254042.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254042,wing,unsortedNZAC
NZAC04254043.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254043,wing,unsortedNZAC
NZAC04254044.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254044,wing,unsortedNZAC
NZAC04254045.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254045,wing,unsortedNZAC
NZAC04254046.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254046,wing,unsortedNZAC
NZAC04254047.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254047,wing,unsortedNZAC
NZAC04254048.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254048,wing,unsortedNZAC
NZAC04254049.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254049,wing,unsortedNZAC
NZAC04254050.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254050,wing,unsortedNZAC
NZAC04254051.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254051,wing,unsortedNZAC
NZAC04254052.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254052,wing,unsortedNZAC
NZAC04254053.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254053,wing,unsortedNZAC
NZAC04254054.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254054,wing,unsortedNZAC
NZAC04254055.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254055,wing,unsortedNZAC
NZAC04254056.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254056,wing,unsortedNZAC
NZAC04254057.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254057,wing,unsortedNZAC
NZAC04254058.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254058,wing,unsortedNZAC
NZAC04254059.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254059,wing,unsortedNZAC
NZAC04254060.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254060,wing,unsortedNZAC
NZAC04254061.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254061,wing,unsortedNZAC
NZAC04254062.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254062,wing,unsortedNZAC
NZAC04254064.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254064,wing,unsortedNZAC
NZAC04254065.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254065,wing,unsortedNZAC
NZAC04254066.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254066,wing,unsortedNZAC
NZAC04254067.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254067,wing,unsortedNZAC
NZAC04254068.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254068,wing,unsortedNZAC
NZAC04254069.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254069,wing,unsortedNZAC
NZAC04254071.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254071,wing,unsortedNZAC
NZAC04254072.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254072,wing,unsortedNZAC
NZAC04254073.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254073,wing,unsortedNZAC
NZAC04254074.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254074,wing,unsortedNZAC
NZAC04254075.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254075,wing,unsortedNZAC
NZAC04254076.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254076,wing,unsortedNZAC
NZAC04254077.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254077,wing,unsortedNZAC
NZAC04254078.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254078,wing,unsortedNZAC
NZAC04254079.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254079,wing,unsortedNZAC
NZAC04254081.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254081,wing,unsortedNZAC
NZAC04254082.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254082,wing,unsortedNZAC
NZAC04254083.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254083,wing,unsortedNZAC
NZAC04254084.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254084,wing,unsortedNZAC
NZAC04254085.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254085,wing,unsortedNZAC
NZAC04254086.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254086,wing,unsortedNZAC
NZAC04254087.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254087,wing,unsortedNZAC
NZAC04254088.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254088,wing,unsortedNZAC
NZAC04254089.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254089,wing,unsortedNZAC
NZAC04254090.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254090,wing,unsortedNZAC
NZAC04254091.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254091,wing,unsortedNZAC
NZAC04254092.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254092,wing,unsortedNZAC
NZAC04254093.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254093,wing,unsortedNZAC
NZAC04254094.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254094,wing,unsortedNZAC
NZAC04254095.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254095,wing,unsortedNZAC
NZAC04254096.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254096,wing,unsortedNZAC
NZAC04254097.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254097,wing,unsortedNZAC
NZAC04254098.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254098,wing,unsortedNZAC
NZAC04254099.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254099,wing,unsortedNZAC
NZAC04254100.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254100,wing,unsortedNZAC
NZAC04254101.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254101,wing,unsortedNZAC
NZAC04254102.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254102,wing,unsortedNZAC
NZAC04254104.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254104,wing,unsortedNZAC
NZAC04254105.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254105,wing,unsortedNZAC
NZAC04254106.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254106,wing,unsortedNZAC
NZAC04254107.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254107,wing,unsortedNZAC
NZAC04254108.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254108,wing,unsortedNZAC
NZAC04254109.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254109,wing,unsortedNZAC
NZAC04254110.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254110,wing,unsortedNZAC
NZAC04254111.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254111,wing,unsortedNZAC
NZAC04254112.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254112,wing,unsortedNZAC
NZAC04254114.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254114,wing,unsortedNZAC
NZAC04254115.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254115,wing,unsortedNZAC
NZAC04254116.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254116,wing,unsortedNZAC
NZAC04254117.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254117,wing,unsortedNZAC
NZAC04254118.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254118,wing,unsortedNZAC
NZAC04254119.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254119,wing,unsortedNZAC
NZAC04254120.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254120,wing,unsortedNZAC
NZAC04254121.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254121,wing,unsortedNZAC
NZAC04254122.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254122,wing,unsortedNZAC
NZAC04254123.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254123,wing,unsortedNZAC
NZAC04254124.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254124,wing,unsortedNZAC
NZAC04254125.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254125,wing,unsortedNZAC
NZAC04254127.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254127,wing,unsortedNZAC
NZAC04254128.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254128,wing,unsortedNZAC
NZAC04254129.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254129,wing,unsortedNZAC
NZAC04254130.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254130,wing,unsortedNZAC
NZAC04254131.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254131,wing,unsortedNZAC
NZAC04254132.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254132,wing,unsortedNZAC
NZAC04254133.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254133,wing,unsortedNZAC
NZAC04254134.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254134,wing,unsortedNZAC
NZAC04254135.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254135,wing,unsortedNZAC
NZAC04254136.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254136,wing,unsortedNZAC
NZAC04254137.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254137,wing,unsortedNZAC
NZAC04254138.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254138,wing,unsortedNZAC
NZAC04254139.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254139,wing,unsortedNZAC
NZAC04254140.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254140,wing,unsortedNZAC
NZAC04254141.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254141,wing,unsortedNZAC
NZAC04254142.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254142,wing,unsortedNZAC
NZAC04254143.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254143,wing,unsortedNZAC
NZAC04254144.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254144,wing,unsortedNZAC
NZAC04254145.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254145,wing,unsortedNZAC
NZAC04254146.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254146,wing,unsortedNZAC
NZAC04254148.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254148,wing,unsortedNZAC
NZAC04254149.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254149,wing,unsortedNZAC
NZAC04254150.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254150,wing,unsortedNZAC
NZAC04254151.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254151,wing,unsortedNZAC
NZAC04254154.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254154,wing,unsortedNZAC
NZAC04254157.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254157,wing,unsortedNZAC
NZAC04254158.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254158,wing,unsortedNZAC
NZAC04254159.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254159,wing,unsortedNZAC
NZAC04254160.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254160,wing,unsortedNZAC
NZAC04254161.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254161,wing,unsortedNZAC
NZAC04254162.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254162,wing,unsortedNZAC
NZAC04254163.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254163,wing,unsortedNZAC
NZAC04254164.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254164,wing,unsortedNZAC
NZAC04254165.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254165,wing,unsortedNZAC
NZAC04254166.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254166,wing,unsortedNZAC
NZAC04254167.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254167,wing,unsortedNZAC
NZAC04254168.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254168,wing,unsortedNZAC
NZAC04254169.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254169,wing,unsortedNZAC
NZAC04254170.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254170,wing,unsortedNZAC
NZAC04254171.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254171,wing,unsortedNZAC
NZAC04254172.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254172,wing,unsortedNZAC
NZAC04254173.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254173,wing,unsortedNZAC
NZAC04254174.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254174,wing,unsortedNZAC
NZAC04254175.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254175,wing,unsortedNZAC
NZAC04254176.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254176,wing,unsortedNZAC
NZAC04254177.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254177,wing,unsortedNZAC
NZAC04254179.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254179,wing,unsortedNZAC
NZAC04254180.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254180,wing,unsortedNZAC
NZAC04254181.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254181,wing,unsortedNZAC
NZAC04254182.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254182,wing,unsortedNZAC
NZAC04254183.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254183,wing,unsortedNZAC
NZAC04254184.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254184,wing,unsortedNZAC
NZAC04254185.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254185,wing,unsortedNZAC
NZAC04254186.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254186,wing,unsortedNZAC
NZAC04254187.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254187,wing,unsortedNZAC
NZAC04254188.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254188,wing,unsortedNZAC
NZAC04254189.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254189,wing,unsortedNZAC
NZAC04254190.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254190,wing,unsortedNZAC
NZAC04254191.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254191,wing,unsortedNZAC
NZAC04254192.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254192,wing,unsortedNZAC
NZAC04254193.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254193,wing,unsortedNZAC
NZAC04254194.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254194,wing,unsortedNZAC
NZAC04254195.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254195,wing,unsortedNZAC
NZAC04254196.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254196,wing,unsortedNZAC
NZAC04254197.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254197,wing,unsortedNZAC
NZAC04254198.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254198,wing,unsortedNZAC
NZAC04254199.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254199,wing,unsortedNZAC
NZAC04254200.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254200,wing,unsortedNZAC
NZAC04254201.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254201,wing,unsortedNZAC
NZAC04254202.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254202,wing,unsortedNZAC
NZAC04254203.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254203,wing,unsortedNZAC
NZAC04254204.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254204,wing,unsortedNZAC
NZAC04254205.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254205,wing,unsortedNZAC
NZAC04254206.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254206,wing,unsortedNZAC
NZAC04254207.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254207,wing,unsortedNZAC
NZAC04254209.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254209,wing,unsortedNZAC
NZAC04254210.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254210,wing,unsortedNZAC
NZAC04254211.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254211,wing,unsortedNZAC
NZAC04254212.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254212,wing,unsortedNZAC
NZAC04254213.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254213,wing,unsortedNZAC
NZAC04254214.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254214,wing,unsortedNZAC
NZAC04254215.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254215,wing,unsortedNZAC
NZAC04254216.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254216,wing,unsortedNZAC
NZAC04254217.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254217,wing,unsortedNZAC
NZAC04254218.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254218,wing,unsortedNZAC
NZAC04254219.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254219,wing,unsortedNZAC
NZAC04254221.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254221,wing,unsortedNZAC
NZAC04254222.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254222,wing,unsortedNZAC
NZAC04254223.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254223,wing,unsortedNZAC
NZAC04254224.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254224,wing,unsortedNZAC
NZAC04254225.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254225,wing,unsortedNZAC
NZAC04254226.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254226,wing,unsortedNZAC
NZAC04254227.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254227,wing,unsortedNZAC
NZAC04254229.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254229,wing,unsortedNZAC
NZAC04254230.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254230,wing,unsortedNZAC
NZAC04254231.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254231,wing,unsortedNZAC
NZAC04254232.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254232,wing,unsortedNZAC
NZAC04254233.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254233,wing,unsortedNZAC
NZAC04254234.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254234,wing,unsortedNZAC
NZAC04254235.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254235,wing,unsortedNZAC
NZAC04254236.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254236,wing,unsortedNZAC
NZAC04254237.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254237,wing,unsortedNZAC
NZAC04254238.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254238,wing,unsortedNZAC
NZAC04254240.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254240,wing,unsortedNZAC
NZAC04254241.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254241,wing,unsortedNZAC
NZAC04254242.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254242,wing,unsortedNZAC
NZAC04254243.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254243,wing,unsortedNZAC
NZAC04254244.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254244,wing,unsortedNZAC
NZAC04254245.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254245,wing,unsortedNZAC
NZAC04254246.jpg,New Zealand,Trupanea,,Trupanea,NZAC04254246,wing,unsortedNZAC
